kp_id,name,subject,stage,grade,tier,score,issue_count,issues,cp_count,deep_count,deep_types,md_chars,exercise_count,error_count,has_real_world,path
chem-m-hydrogen-properties,氢气的性质,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,932,3,2,True,data/kp/chemistry/chem-m-hydrogen-properties.json
chem-m-ion-concept,离子,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,922,3,2,True,data/kp/chemistry/chem-m-ion-concept.json
chem-m-lab-safety,实验基本操作与安全,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,1029,3,2,True,data/kp/chemistry/chem-m-lab-safety.json
chem-m-mass-conservation,质量守恒定律,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,1063,3,2,True,data/kp/chemistry/chem-m-mass-conservation.json
chem-m-matter-classification,物质的分类,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,935,3,2,True,data/kp/chemistry/chem-m-matter-classification.json
chem-m-metal-corrosion,金属的锈蚀与防护,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,862,3,2,True,data/kp/chemistry/chem-m-metal-corrosion.json
chem-m-metal-properties,金属的物理与化学性质,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,924,3,2,True,data/kp/chemistry/chem-m-metal-properties.json
chem-m-metal-smelting,金属冶炼,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,1003,3,2,True,data/kp/chemistry/chem-m-metal-smelting.json
chem-m-metals-activity,金属的活动性,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,893,3,2,True,data/kp/chemistry/chem-m-metals-activity.json
chem-m-neutralization,中和反应,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,920,3,2,True,data/kp/chemistry/chem-m-neutralization.json
chem-m-oxygen-preparation,氧气的制取,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,924,3,2,True,data/kp/chemistry/chem-m-oxygen-preparation.json
chem-m-oxygen-properties,氧气的性质,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,826,3,2,True,data/kp/chemistry/chem-m-oxygen-properties.json
chem-m-periodic-table,元素周期表,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,999,3,2,True,data/kp/chemistry/chem-m-periodic-table.json
chem-m-ph-indicators,酸碱指示剂与 pH,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,936,3,2,True,data/kp/chemistry/chem-m-ph-indicators.json
chem-m-reaction-types,化学反应基本类型,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,938,3,2,True,data/kp/chemistry/chem-m-reaction-types.json
chem-m-salt-reactions,盐的性质,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,1099,3,2,True,data/kp/chemistry/chem-m-salt-reactions.json
chem-m-scientific-inquiry-experiment,科学探究方法,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,1128,3,2,True,data/kp/chemistry/chem-m-scientific-inquiry-experiment.json
chem-m-solubility,溶解度,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,868,3,2,True,data/kp/chemistry/chem-m-solubility.json
chem-m-solution-concentration,溶液浓度（质量分数）,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,940,3,2,True,data/kp/chemistry/chem-m-solution-concentration.json
chem-m-solution-concept,溶液的形成,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,884,3,2,True,data/kp/chemistry/chem-m-solution-concept.json
chem-m-substance-classification,纯净物、混合物、化合物,chemistry,middle,9,A,100,0,,3,4,local_textbook_markdown:4,1146,3,2,True,data/kp/chemistry/chem-m-substance-classification.json
chem-m-water-properties,水的组成与净化,chemistry,middle,9,A,100,0,,2,4,local_textbook_markdown:4,884,3,2,True,data/kp/chemistry/chem-m-water-properties.json
chn-e-application-writing,应用文（书信/通知/倡议书）,chinese,elementary,5,A,100,0,,2,1,curriculum_md_structured:1,1087,3,2,True,data/kp/chinese/chn-e-application-writing.json
chn-e-argumentative-intro,读后感与简单议论,chinese,elementary,6,A,100,0,,2,1,curriculum_md_structured:1,1040,3,2,True,data/kp/chinese/chn-e-argumentative-intro.json
chn-e-article-appreciation,文学鉴赏,chinese,elementary,5,A,100,0,,3,1,curriculum_md_structured:1,1069,3,2,True,data/kp/chinese/chn-e-article-appreciation.json
chn-e-article-structure,文章结构分析,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,938,3,2,True,data/kp/chinese/chn-e-article-structure.json
chn-e-calligraphy-practice,硬笔书法与书写规范,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,979,3,2,True,data/kp/chinese/chn-e-calligraphy-practice.json
chn-e-char-recognition-1,一年级常用字认读（300字）,chinese,elementary,1,A,100,0,,3,1,curriculum_md_structured:1,956,3,2,True,data/kp/chinese/chn-e-char-recognition-1.json
chn-e-char-recognition-2,二年级常用字认读（600字）,chinese,elementary,2,A,100,0,,3,1,curriculum_md_structured:1,963,3,2,True,data/kp/chinese/chn-e-char-recognition-2.json
chn-e-char-structure,汉字结构（独体/合体/左右/上下）,chinese,elementary,2,A,100,0,,2,1,curriculum_md_structured:1,1067,3,2,True,data/kp/chinese/chn-e-char-structure.json
chn-e-char-writing-1,基本笔画与笔顺,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,982,3,2,True,data/kp/chinese/chn-e-char-writing-1.json
chn-e-character-analysis,人物描写与性格分析,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,975,3,2,True,data/kp/chinese/chn-e-character-analysis.json
chn-e-classical-chinese-intro,小古文入门（之/乎/者/也）,chinese,elementary,5,A,100,0,,2,1,curriculum_md_structured:1,964,3,2,True,data/kp/chinese/chn-e-classical-chinese-intro.json
chn-e-classical-reading,文言文阅读理解,chinese,elementary,6,A,100,0,,2,1,curriculum_md_structured:1,968,3,2,True,data/kp/chinese/chn-e-classical-reading.json
chn-e-complex-sentences,关联词与复句（因果/转折/递进/条件）,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,1008,3,2,True,data/kp/chinese/chn-e-complex-sentences.json
chn-e-compound-vowel,复韵母,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,935,3,2,True,data/kp/chinese/chn-e-compound-vowel.json
chn-e-context-word-meaning,联系上下文理解词义,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,913,3,2,True,data/kp/chinese/chn-e-context-word-meaning.json
chn-e-conversation-etiquette,礼貌用语与日常对话,chinese,elementary,2,A,100,0,,3,1,curriculum_md_structured:1,968,3,2,True,data/kp/chinese/chn-e-conversation-etiquette.json
chn-e-debate-discussion,讨论、辩论与即兴演讲,chinese,elementary,5,A,100,0,,2,1,curriculum_md_structured:1,1001,3,2,True,data/kp/chinese/chn-e-debate-discussion.json
chn-e-deep-reading,体会含义深刻的句子,chinese,elementary,5,A,100,0,,2,1,curriculum_md_structured:1,977,3,2,True,data/kp/chinese/chn-e-deep-reading.json
chn-e-descriptive-writing,描写技巧,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,974,3,2,True,data/kp/chinese/chn-e-descriptive-writing.json
chn-e-detail-description,细节描写与五感法,chinese,elementary,4,A,100,0,,3,1,curriculum_md_structured:1,1069,3,2,True,data/kp/chinese/chn-e-detail-description.json
chn-e-diary-writing,日记与留言条,chinese,elementary,2,A,100,0,,2,1,curriculum_md_structured:1,1006,3,2,True,data/kp/chinese/chn-e-diary-writing.json
chn-e-dictionary-skills,查字典,chinese,elementary,2,A,100,0,,2,1,curriculum_md_structured:1,912,3,2,True,data/kp/chinese/chn-e-dictionary-skills.json
chn-e-essay-structure,作文审题、立意与提纲,chinese,elementary,5,A,100,0,,3,1,curriculum_md_structured:1,1113,3,2,True,data/kp/chinese/chn-e-essay-structure.json
chn-e-figurative-language,比喻、拟人、夸张等修辞,chinese,elementary,4,A,100,0,,4,1,curriculum_md_structured:1,1045,3,2,True,data/kp/chinese/chn-e-figurative-language.json
chn-e-homophone-polysemy,同音字、多音字与形近字,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,1018,3,2,True,data/kp/chinese/chn-e-homophone-polysemy.json
chn-e-idiom-proverb,成语、谚语与歇后语,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,934,3,2,True,data/kp/chinese/chn-e-idiom-proverb.json
chn-e-initials,声母,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,938,3,2,True,data/kp/chinese/chn-e-initials.json
chn-e-listen-speak-basic,听故事与复述,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,860,3,2,True,data/kp/chinese/chn-e-listen-speak-basic.json
chn-e-main-idea-summary,概括段落大意与文章主旨,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,926,3,2,True,data/kp/chinese/chn-e-main-idea-summary.json
chn-e-narrative-writing,记叙文（写人/记事/写景/状物）,chinese,elementary,3,A,100,0,,3,1,curriculum_md_structured:1,1142,3,2,True,data/kp/chinese/chn-e-narrative-writing.json
chn-e-nasal-vowel-back,后鼻韵母,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,954,3,2,True,data/kp/chinese/chn-e-nasal-vowel-back.json
chn-e-nasal-vowel-front,前鼻韵母,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,943,3,2,True,data/kp/chinese/chn-e-nasal-vowel-front.json
chn-e-nasal-vowels,鼻韵母,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,935,3,2,True,data/kp/chinese/chn-e-nasal-vowels.json
chn-e-non-fiction-reading,说明文与非连续性文本阅读,chinese,elementary,6,A,100,0,,2,1,curriculum_md_structured:1,922,3,2,True,data/kp/chinese/chn-e-non-fiction-reading.json
chn-e-nursery-rhyme,儿歌、童谣与浅易古诗,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,935,3,2,True,data/kp/chinese/chn-e-nursery-rhyme.json
chn-e-oral-presentation,口头表达与讲述,chinese,elementary,3,A,100,0,,3,1,curriculum_md_structured:1,969,3,2,True,data/kp/chinese/chn-e-oral-presentation.json
chn-e-paragraph-analysis,段落分析,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,922,3,2,True,data/kp/chinese/chn-e-paragraph-analysis.json
chn-e-paragraph-structure,自然段与意义段划分,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,962,3,2,True,data/kp/chinese/chn-e-paragraph-structure.json
chn-e-paragraph-writing,段落写作,chinese,elementary,3,A,100,0,,3,1,curriculum_md_structured:1,1033,3,2,True,data/kp/chinese/chn-e-paragraph-writing.json
chn-e-parts-of-speech,词性与词类,chinese,elementary,4-6,A,100,0,,2,1,curriculum_md_structured:1,898,3,2,True,data/kp/chinese/chn-e-parts-of-speech.json
chn-e-pathological-sentence,修改病句,chinese,elementary,5,A,100,0,,2,1,curriculum_md_structured:1,897,3,2,True,data/kp/chinese/chn-e-pathological-sentence.json
chn-e-picture-writing,看图写话,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,982,3,2,True,data/kp/chinese/chn-e-picture-writing.json
chn-e-pinyin-reading,拼音阅读（借助拼音识字）,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,953,3,2,True,data/kp/chinese/chn-e-pinyin-reading.json
chn-e-poetry-appreciation,古诗词赏析（意境/情感/手法）,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,963,3,2,True,data/kp/chinese/chn-e-poetry-appreciation.json
chn-e-poetry-imagery,古诗词意象与意境,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,912,3,2,True,data/kp/chinese/chn-e-poetry-imagery.json
chn-e-poetry-recitation,古诗词背诵与默写,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,895,3,2,True,data/kp/chinese/chn-e-poetry-recitation.json
chn-e-poetry-rhythm,古诗词韵律,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,871,3,2,True,data/kp/chinese/chn-e-poetry-rhythm.json
chn-e-punctuation-advanced,引号、冒号、省略号、破折号,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,963,3,2,True,data/kp/chinese/chn-e-punctuation-advanced.json
chn-e-punctuation-basic,基本标点符号（句号/问号/感叹号）,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,1009,3,2,True,data/kp/chinese/chn-e-punctuation-basic.json
chn-e-radical-knowledge,偏旁部首与查字典,chinese,elementary,2,A,100,0,,2,1,curriculum_md_structured:1,997,3,2,True,data/kp/chinese/chn-e-radical-knowledge.json
chn-e-radical-recognition,偏旁部首,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,963,3,2,True,data/kp/chinese/chn-e-radical-recognition.json
chn-e-reading-comprehension-exam,阅读理解答题方法,chinese,elementary,6,A,100,0,,3,1,curriculum_md_structured:1,1116,3,2,True,data/kp/chinese/chn-e-reading-comprehension-exam.json
chn-e-rhetoric-in-writing,运用修辞手法写作,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,1006,3,2,True,data/kp/chinese/chn-e-rhetoric-in-writing.json
chn-e-rhetorical-devices,修辞手法,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,889,3,2,True,data/kp/chinese/chn-e-rhetorical-devices.json
chn-e-sentence-comprehension,句子理解,chinese,elementary,2,A,100,0,,2,1,curriculum_md_structured:1,882,3,2,True,data/kp/chinese/chn-e-sentence-comprehension.json
chn-e-sentence-expansion,扩句与缩句,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,973,3,2,True,data/kp/chinese/chn-e-sentence-expansion.json
chn-e-sentence-transformation,改写句子（把字句/被字句/转述句）,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,1023,3,2,True,data/kp/chinese/chn-e-sentence-transformation.json
chn-e-sentence-transformations-zh,常见句式与句式变换,chinese,elementary,4-9,A,100,0,,3,1,curriculum_md_structured:1,995,3,2,True,data/kp/chinese/chn-e-sentence-transformations-zh.json
chn-e-sentence-types,陈述句、疑问句、感叹句、祈使句,chinese,elementary,2,A,100,0,,2,1,curriculum_md_structured:1,993,3,2,True,data/kp/chinese/chn-e-sentence-types.json
chn-e-sentence-writing,写话与造句,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,956,3,2,True,data/kp/chinese/chn-e-sentence-writing.json
chn-e-simple-vowels,单韵母,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,935,3,2,True,data/kp/chinese/chn-e-simple-vowels.json
chn-e-stroke-order,笔画与笔顺,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,966,3,2,True,data/kp/chinese/chn-e-stroke-order.json
chn-e-summarization,概括与归纳,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,862,3,2,True,data/kp/chinese/chn-e-summarization.json
chn-e-syllable-spelling,音节拼读与拼写,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,978,3,2,True,data/kp/chinese/chn-e-syllable-spelling.json
chn-e-synonym-antonym,近义词与反义词,chinese,elementary,3,A,100,0,,3,1,curriculum_md_structured:1,1043,3,2,True,data/kp/chinese/chn-e-synonym-antonym.json
chn-e-tang-poetry,唐诗宋词名篇背诵,chinese,elementary,3,A,100,0,,2,1,curriculum_md_structured:1,895,3,2,True,data/kp/chinese/chn-e-tang-poetry.json
chn-e-text-structure,文章结构（总分总/并列/递进）,chinese,elementary,4,A,100,0,,2,1,curriculum_md_structured:1,988,3,2,True,data/kp/chinese/chn-e-text-structure.json
chn-e-tone-marks,声调与标调规则,chinese,elementary,1,A,100,0,,2,1,curriculum_md_structured:1,978,3,2,True,data/kp/chinese/chn-e-tone-marks.json
chn-e-vocabulary-expansion,词语积累与运用,chinese,elementary,2,A,100,0,,3,1,curriculum_md_structured:1,936,3,2,True,data/kp/chinese/chn-e-vocabulary-expansion.json
chn-e-whole-book-reading,整本书阅读,chinese,elementary,3-9,A,100,0,,3,1,curriculum_md_structured:1,1058,3,2,True,data/kp/chinese/chn-e-whole-book-reading.json
chn-e-word-formation,词语构成（合成词、叠词、ABB/AABB）,chinese,elementary,2,A,100,0,,3,1,curriculum_md_structured:1,1037,3,2,True,data/kp/chinese/chn-e-word-formation.json
chn-e-writing-methods,表达方法（叙述/描写/说明/议论/抒情）,chinese,elementary,5,A,100,0,,2,1,curriculum_md_structured:1,1029,3,2,True,data/kp/chinese/chn-e-writing-methods.json
chn-h-advanced-composition,高级写作技巧,chinese,high,11,A,100,0,,3,1,curriculum_md_structured:1,1167,3,2,True,data/kp/chinese/chn-h-advanced-composition.json
chn-h-argumentative-essay,议论文写作,chinese,high,10,A,100,0,,3,1,curriculum_md_structured:1,966,3,2,True,data/kp/chinese/chn-h-argumentative-essay.json
chn-h-classical-comprehensive,文言文综合鉴赏,chinese,high,12,A,100,0,,3,1,curriculum_md_structured:1,1286,3,2,True,data/kp/chinese/chn-h-classical-comprehensive.json
chn-h-classical-function-words,文言虚词,chinese,high,10,A,100,0,,3,1,curriculum_md_structured:1,1010,3,2,True,data/kp/chinese/chn-h-classical-function-words.json
chn-h-classical-grammar-h,文言句式与语法,chinese,high,10,A,100,0,,3,1,curriculum_md_structured:1,1118,3,2,True,data/kp/chinese/chn-h-classical-grammar-h.json
chn-h-classical-prose-advanced,古文经典精读,chinese,high,11,A,100,0,,3,1,curriculum_md_structured:1,1238,3,2,True,data/kp/chinese/chn-h-classical-prose-advanced.json
chn-h-classical-translation-h,文言文翻译,chinese,high,11,A,100,0,,3,1,curriculum_md_structured:1,1223,3,2,True,data/kp/chinese/chn-h-classical-translation-h.json
chn-h-classical-vocab-h,文言实词,chinese,high,10,A,100,0,,3,1,curriculum_md_structured:1,1184,3,2,True,data/kp/chinese/chn-h-classical-vocab-h.json
chn-h-countryside-china,《乡土中国》（学术论著阅读）,chinese,high,10,A,100,0,,4,1,curriculum_md_structured:1,1233,3,2,True,data/kp/chinese/chn-h-countryside-china.json
chn-h-essay-structure-h,作文审题立意与结构,chinese,high,10,A,100,0,,3,1,curriculum_md_structured:1,1054,3,2,True,data/kp/chinese/chn-h-essay-structure-h.json
chn-h-foreign-classics,外国文学经典,chinese,high,12,A,100,0,,3,1,curriculum_md_structured:1,1280,3,2,True,data/kp/chinese/chn-h-foreign-classics.json
chn-h-gaokao-essay,高考作文综合训练,chinese,high,12,A,100,0,,4,1,curriculum_md_structured:1,1253,3,2,True,data/kp/chinese/chn-h-gaokao-essay.json
chn-h-idiom-usage-h,成语辨析与运用,chinese,high,10,A,100,0,,3,1,curriculum_md_structured:1,1136,3,2,True,data/kp/chinese/chn-h-idiom-usage-h.json
chn-h-info-reading,实用类文本（论述类/信息类）,chinese,high,10,A,100,0,,2,1,curriculum_md_structured:1,1191,3,2,True,data/kp/chinese/chn-h-info-reading.json
chn-h-language-expression-h,语言表达简明连贯得体,chinese,high,11,A,100,0,,3,1,curriculum_md_structured:1,1056,3,2,True,data/kp/chinese/chn-h-language-expression-h.json
chn-h-literary-deep-analysis,文学类深度鉴赏,chinese,high,11,A,100,0,,3,1,curriculum_md_structured:1,1223,3,2,True,data/kp/chinese/chn-h-literary-deep-analysis.json
chn-h-literary-reading-h,文学类文本阅读,chinese,high,10,A,100,0,,3,1,curriculum_md_structured:1,980,3,2,True,data/kp/chinese/chn-h-literary-reading-h.json
chn-h-poetry-comparison-h,古诗词比较阅读,chinese,high,12,A,100,0,,3,1,curriculum_md_structured:1,1043,3,2,True,data/kp/chinese/chn-h-poetry-comparison-h.json
chn-h-poetry-emotion,古诗词情感主旨,chinese,high,11,A,100,0,,2,1,curriculum_md_structured:1,998,3,2,True,data/kp/chinese/chn-h-poetry-emotion.json
chn-h-poetry-expression-h,古诗词表现手法,chinese,high,10,A,100,0,,3,1,curriculum_md_structured:1,1055,3,2,True,data/kp/chinese/chn-h-poetry-expression-h.json
chn-h-poetry-imagery-h,古诗词意象与意境,chinese,high,10,A,100,0,,3,1,curriculum_md_structured:1,1051,3,2,True,data/kp/chinese/chn-h-poetry-imagery-h.json
chn-h-practical-reading,非连续性实用文本,chinese,high,10,A,100,0,,3,1,curriculum_md_structured:1,908,3,2,True,data/kp/chinese/chn-h-practical-reading.json
chn-h-red-chamber,《红楼梦》（长篇小说阅读）,chinese,high,11,A,100,0,,4,1,curriculum_md_structured:1,1272,3,2,True,data/kp/chinese/chn-h-red-chamber.json
chn-h-sentence-revision-h,病句修改与句式变换,chinese,high,10,A,100,0,,2,1,curriculum_md_structured:1,981,3,2,True,data/kp/chinese/chn-h-sentence-revision-h.json
chn-h-task-driven-writing,任务驱动型作文,chinese,high,11,A,100,0,,3,1,curriculum_md_structured:1,1126,3,2,True,data/kp/chinese/chn-h-task-driven-writing.json
chn-m-argumentative-reading,议论文阅读,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,1084,3,2,True,data/kp/chinese/chn-m-argumentative-reading.json
chn-m-argumentative-writing-m,议论文写作,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,1074,3,2,True,data/kp/chinese/chn-m-argumentative-writing-m.json
chn-m-classical-appreciation,文言文综合鉴赏,chinese,middle,9,A,100,0,,3,2,local_textbook_markdown:2,1058,3,2,True,data/kp/chinese/chn-m-classical-appreciation.json
chn-m-classical-prose,经典文言文精读,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,958,3,2,True,data/kp/chinese/chn-m-classical-prose.json
chn-m-classical-sentences,文言特殊句式,chinese,middle,8,A,100,0,,2,2,local_textbook_markdown:2,828,3,2,True,data/kp/chinese/chn-m-classical-sentences.json
chn-m-classical-translation,文言文翻译,chinese,middle,8,A,100,0,,2,2,local_textbook_markdown:2,816,3,2,True,data/kp/chinese/chn-m-classical-translation.json
chn-m-classical-words,文言实词与虚词,chinese,middle,7,A,100,0,,2,2,local_textbook_markdown:2,836,3,2,True,data/kp/chinese/chn-m-classical-words.json
chn-m-comprehensive-language,综合性语言运用,chinese,middle,9,A,100,0,,3,2,local_textbook_markdown:2,963,3,2,True,data/kp/chinese/chn-m-comprehensive-language.json
chn-m-descriptive-writing,描写方法与细节,chinese,middle,7,A,100,0,,3,2,local_textbook_markdown:2,1000,3,2,True,data/kp/chinese/chn-m-descriptive-writing.json
chn-m-dream-red-mansions,《红楼梦》选读,chinese,middle,9,A,100,0,,3,2,local_textbook_markdown:2,1118,3,2,True,data/kp/chinese/chn-m-dream-red-mansions.json
chn-m-erta-essay-collection,散文杂文集,chinese,middle,9,A,100,0,,3,2,local_textbook_markdown:2,1140,3,2,True,data/kp/chinese/chn-m-erta-essay-collection.json
chn-m-erta-foreign-novel,外国名著（《海底两万里》等）,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,1035,3,2,True,data/kp/chinese/chn-m-erta-foreign-novel.json
chn-m-erta-stories,《朝花夕拾》,chinese,middle,7,A,100,0,,3,2,local_textbook_markdown:2,1145,3,2,True,data/kp/chinese/chn-m-erta-stories.json
chn-m-erta-tales-heroes,《骆驼祥子》/《水浒传》,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,1158,3,2,True,data/kp/chinese/chn-m-erta-tales-heroes.json
chn-m-essay-comprehensive,综合性作文,chinese,middle,9,A,100,0,,2,2,local_textbook_markdown:2,897,3,2,True,data/kp/chinese/chn-m-essay-comprehensive.json
chn-m-expository-reading,说明文阅读,chinese,middle,7,A,100,0,,3,2,local_textbook_markdown:2,955,3,2,True,data/kp/chinese/chn-m-expository-reading.json
chn-m-journey-west,《西游记》,chinese,middle,7,A,100,0,,3,2,local_textbook_markdown:2,1147,3,2,True,data/kp/chinese/chn-m-journey-west.json
chn-m-literary-appreciation,文学类作品鉴赏,chinese,middle,9,A,100,0,,3,2,local_textbook_markdown:2,1047,3,2,True,data/kp/chinese/chn-m-literary-appreciation.json
chn-m-narrative-reading,记叙文阅读,chinese,middle,7,A,100,0,,3,2,local_textbook_markdown:2,1052,3,2,True,data/kp/chinese/chn-m-narrative-reading.json
chn-m-narrative-writing-m,记叙文写作,chinese,middle,7,A,100,0,,3,2,local_textbook_markdown:2,950,3,2,True,data/kp/chinese/chn-m-narrative-writing-m.json
chn-m-novel-reading,小说阅读,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,1067,3,2,True,data/kp/chinese/chn-m-novel-reading.json
chn-m-poetry-appreciation,古诗词赏析入门,chinese,middle,7,A,100,0,,3,2,local_textbook_markdown:2,1001,3,2,True,data/kp/chinese/chn-m-poetry-appreciation.json
chn-m-poetry-comparison,古诗词比较阅读,chinese,middle,9,A,100,0,,3,2,local_textbook_markdown:2,1080,3,2,True,data/kp/chinese/chn-m-poetry-comparison.json
chn-m-poetry-imagery,古诗词意象与意境,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,1026,3,2,True,data/kp/chinese/chn-m-poetry-imagery.json
chn-m-poetry-recitation,初中古诗词背诵,chinese,middle,7,A,100,0,,2,2,local_textbook_markdown:2,910,3,2,True,data/kp/chinese/chn-m-poetry-recitation.json
chn-m-poetry-techniques,古诗词表现手法,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,1068,3,2,True,data/kp/chinese/chn-m-poetry-techniques.json
chn-m-prose-reading,散文阅读,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,1069,3,2,True,data/kp/chinese/chn-m-prose-reading.json
chn-m-rhetoric-analysis,修辞手法赏析,chinese,middle,7,A,100,0,,3,2,local_textbook_markdown:2,898,3,2,True,data/kp/chinese/chn-m-rhetoric-analysis.json
chn-m-rhetoric-figures,常见修辞手法,chinese,middle,7,A,100,0,,3,2,local_textbook_markdown:2,920,3,2,True,data/kp/chinese/chn-m-rhetoric-figures.json
chn-m-sentence-components,句子成分分析,chinese,middle,7,A,100,0,,2,2,local_textbook_markdown:2,1210,3,2,True,data/kp/chinese/chn-m-sentence-components.json
chn-m-sentence-logic,句子逻辑与连贯,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,924,3,2,True,data/kp/chinese/chn-m-sentence-logic.json
chn-m-sentence-transformations-zh,句式变换与病句修改,chinese,middle,8,A,100,0,,3,2,local_textbook_markdown:2,966,3,2,True,data/kp/chinese/chn-m-sentence-transformations-zh.json
chn-m-whole-book-reading,整本书阅读方法,chinese,middle,7,A,100,0,,3,2,local_textbook_markdown:2,1118,3,2,True,data/kp/chinese/chn-m-whole-book-reading.json
chn-m-word-usage,词语辨析与运用,chinese,middle,7,A,100,0,,2,2,local_textbook_markdown:2,971,3,2,True,data/kp/chinese/chn-m-word-usage.json
eng-e-alphabet,26个英文字母,english,elementary,3,A,100,0,,3,1,local_textbook_markdown:1,1218,3,2,True,data/kp/english/eng-e-alphabet.json
eng-e-asking-directions,问路与指路,english,elementary,4,A,100,0,,4,1,local_textbook_markdown:1,1137,3,2,True,data/kp/english/eng-e-asking-directions.json
eng-e-consonant-sounds,辅音音素,english,elementary,3,A,100,0,,3,1,local_textbook_markdown:1,1226,3,2,True,data/kp/english/eng-e-consonant-sounds.json
eng-e-daily-topics-basic,日常话题简单对话,english,elementary,4,A,100,0,,3,1,local_textbook_markdown:1,1208,3,2,True,data/kp/english/eng-e-daily-topics-basic.json
eng-e-future-simple,一般将来时,english,elementary,6,A,100,0,,2,1,local_textbook_markdown:1,894,3,2,True,data/kp/english/eng-e-future-simple.json
eng-e-greetings-classroom,课堂用语与问候语,english,elementary,3,A,100,0,,3,1,local_textbook_markdown:1,948,3,2,True,data/kp/english/eng-e-greetings-classroom.json
eng-e-greetings-intro,打招呼与自我介绍,english,elementary,3,A,100,0,,3,1,local_textbook_markdown:1,948,3,2,True,data/kp/english/eng-e-greetings-intro.json
