kp_id,name,subject,stage,grade,tier,score,issue_count,issues,cp_count,deep_count,deep_types,md_chars,exercise_count,error_count,has_real_world,path
hist-h-prc-establishment,中华人民共和国成立,history,high,11,A,100,0,,2,4,local_textbook_markdown:4,1116,3,2,True,data/kp/history/hist-h-prc-establishment.json
hist-h-pre-qin,先秦（夏商周·春秋战国）,history,high,10,A,100,0,,3,4,local_textbook_markdown:4,971,3,2,True,data/kp/history/hist-h-pre-qin.json
hist-h-qin-han-empire,秦汉帝国,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,998,3,2,True,data/kp/history/hist-h-qin-han-empire.json
hist-h-reform-comparison,中外改革比较,history,high,12,A,100,0,,2,4,local_textbook_markdown:4,2528,3,2,True,data/kp/history/hist-h-reform-comparison.json
hist-h-reform-opening,改革开放,history,high,11,A,100,0,,2,4,local_textbook_markdown:4,1049,3,2,True,data/kp/history/hist-h-reform-opening.json
hist-h-reform-revolution-h,戊戌变法与辛亥革命,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1122,3,2,True,data/kp/history/hist-h-reform-revolution-h.json
hist-h-science-technology-h,科技史,history,high,12,A,100,0,,3,4,local_textbook_markdown:4,992,3,2,True,data/kp/history/hist-h-science-technology-h.json
hist-h-semi-colonial,半殖民地半封建社会的形成,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1136,3,2,True,data/kp/history/hist-h-semi-colonial.json
hist-h-song-yuan-ming-qing-h,宋元明清,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1168,3,2,True,data/kp/history/hist-h-song-yuan-ming-qing-h.json
hist-h-two-world-wars,两次世界大战,history,high,12,A,100,0,,3,4,local_textbook_markdown:4,1089,3,2,True,data/kp/history/hist-h-two-world-wars.json
hist-h-wei-jin-tang,三国两晋南北朝与隋唐,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1097,3,2,True,data/kp/history/hist-h-wei-jin-tang.json
hist-h-xinhai-modern,辛亥革命与民国建立,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,982,3,2,True,data/kp/history/hist-h-xinhai-modern.json
hist-m-american-revolution,美国独立战争,history,middle,9,A,100,0,,3,4,local_textbook_markdown:4,930,3,2,True,data/kp/history/hist-m-american-revolution.json
hist-m-ancient-civilizations,古代亚非文明（古埃及/古巴比伦/古印度）,history,middle,9,A,100,0,,3,4,local_textbook_markdown:4,1107,3,2,True,data/kp/history/hist-m-ancient-civilizations.json
hist-m-ancient-culture,中国古代文化成就,history,middle,7,A,100,0,,4,4,local_textbook_markdown:4,1054,3,2,True,data/kp/history/hist-m-ancient-culture.json
hist-m-anti-japan-war,抗日战争,history,middle,8,A,100,0,,3,4,local_textbook_markdown:4,1169,3,2,True,data/kp/history/hist-m-anti-japan-war.json
hist-m-china-reform-opening,改革开放与中国特色社会主义,history,middle,8,A,100,0,,2,4,local_textbook_markdown:4,939,3,2,True,data/kp/history/hist-m-china-reform-opening.json
hist-m-cold-war,冷战格局,history,middle,9,A,100,0,,3,4,local_textbook_markdown:4,963,3,2,True,data/kp/history/hist-m-cold-war.json
hist-m-cpc-founding,中国共产党的诞生,history,middle,8,A,100,0,,3,4,local_textbook_markdown:4,1144,3,2,True,data/kp/history/hist-m-cpc-founding.json
hist-m-decolonization,亚非拉民族解放运动,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,908,3,2,True,data/kp/history/hist-m-decolonization.json
hist-m-early-civilizations,早期国家的形成,history,middle,7,A,100,0,,4,4,local_textbook_markdown:4,1269,3,2,True,data/kp/history/hist-m-early-civilizations.json
hist-m-english-revolution,英国资产阶级革命,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,966,3,2,True,data/kp/history/hist-m-english-revolution.json
hist-m-french-revolution,法国大革命,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,921,3,2,True,data/kp/history/hist-m-french-revolution.json
hist-m-globalization,全球化与多极化,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,1149,3,2,True,data/kp/history/hist-m-globalization.json
hist-m-greece-rome,古希腊与古罗马文明,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,946,3,2,True,data/kp/history/hist-m-greece-rome.json
hist-m-imperial-unification,秦汉统一多民族国家,history,middle,7,A,100,0,,3,4,local_textbook_markdown:4,1119,3,2,True,data/kp/history/hist-m-imperial-unification.json
hist-m-industrial-revolution,工业革命,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,913,3,2,True,data/kp/history/hist-m-industrial-revolution.json
hist-m-industrial-revolution-modernization,工业革命与近代化,history,middle,9,A,100,0,,3,4,local_textbook_markdown:4,984,3,2,True,data/kp/history/hist-m-industrial-revolution-modernization.json
hist-m-liberation-war,解放战争,history,middle,8,A,100,0,,3,4,local_textbook_markdown:4,1002,3,2,True,data/kp/history/hist-m-liberation-war.json
hist-m-may-fourth-movement,五四运动,history,middle,8,A,100,0,,3,4,local_textbook_markdown:4,1156,3,2,True,data/kp/history/hist-m-may-fourth-movement.json
hist-m-medieval-europe,中世纪欧洲,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,949,3,2,True,data/kp/history/hist-m-medieval-europe.json
hist-m-ming-qing-decline,明清衰落与闭关锁国,history,middle,7,A,100,0,,3,4,local_textbook_markdown:4,1334,3,2,True,data/kp/history/hist-m-ming-qing-decline.json
hist-m-ming-qing-economy,明清经济发展与对外关系,history,middle,7,A,100,0,,2,4,local_textbook_markdown:4,923,3,2,True,data/kp/history/hist-m-ming-qing-economy.json
hist-m-modern-china-development,新中国成立与发展,history,middle,8,A,100,0,,2,4,local_textbook_markdown:4,1025,3,2,True,data/kp/history/hist-m-modern-china-development.json
hist-m-modern-world-formation,资本主义制度初步确立,history,middle,9,A,100,0,,3,4,local_textbook_markdown:4,988,3,2,True,data/kp/history/hist-m-modern-world-formation.json
hist-m-mongol-empire,蒙古崛起与元朝统一,history,middle,7,A,100,0,,2,4,local_textbook_markdown:4,907,3,2,True,data/kp/history/hist-m-mongol-empire.json
hist-m-new-democratic-revolution,新民主主义革命,history,middle,8,A,100,0,,2,4,local_textbook_markdown:4,1076,3,2,True,data/kp/history/hist-m-new-democratic-revolution.json
hist-m-northern-expedition,北伐战争与南京国民政府,history,middle,8,A,100,0,,3,4,local_textbook_markdown:4,1102,3,2,True,data/kp/history/hist-m-northern-expedition.json
hist-m-opium-war,鸦片战争,history,middle,8,A,100,0,,2,4,local_textbook_markdown:4,885,3,2,True,data/kp/history/hist-m-opium-war.json
hist-m-opium-war-era,鸦片战争后的中国,history,middle,8,A,100,0,,3,4,local_textbook_markdown:4,1070,3,2,True,data/kp/history/hist-m-opium-war-era.json
hist-m-prehistoric,史前时期（元谋人/北京人/半坡/河姆渡）,history,middle,7,A,100,0,,3,4,local_textbook_markdown:4,1140,3,2,True,data/kp/history/hist-m-prehistoric.json
hist-m-qin-han-unification,秦汉大一统,history,middle,7,A,100,0,,3,4,local_textbook_markdown:4,1091,3,2,True,data/kp/history/hist-m-qin-han-unification.json
hist-m-reform-1898,戊戌变法,history,middle,8,A,100,0,,2,4,local_textbook_markdown:4,990,3,2,True,data/kp/history/hist-m-reform-1898.json
hist-m-reform-revolution,改革与革命,history,middle,8,A,100,0,,3,4,local_textbook_markdown:4,1166,3,2,True,data/kp/history/hist-m-reform-revolution.json
hist-m-renaissance,文艺复兴与宗教改革,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,1259,3,2,True,data/kp/history/hist-m-renaissance.json
hist-m-russian-revolution,俄国十月革命,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,1156,3,2,True,data/kp/history/hist-m-russian-revolution.json
hist-m-scientific-revolution,欧洲科学革命与启蒙运动,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,924,3,2,True,data/kp/history/hist-m-scientific-revolution.json
hist-m-silk-road,丝绸之路与东西方交流,history,middle,7,A,100,0,,2,4,local_textbook_markdown:4,915,3,2,True,data/kp/history/hist-m-silk-road.json
hist-m-song-technology,宋代科技与社会生活,history,middle,7,A,100,0,,2,4,local_textbook_markdown:4,907,3,2,True,data/kp/history/hist-m-song-technology.json
hist-m-song-yuan-ming-qing,宋元明清,history,middle,7,A,100,0,,4,4,local_textbook_markdown:4,1185,3,2,True,data/kp/history/hist-m-song-yuan-ming-qing.json
hist-m-spring-autumn-warring,春秋战国,history,middle,7,A,100,0,,3,4,local_textbook_markdown:4,1206,3,2,True,data/kp/history/hist-m-spring-autumn-warring.json
hist-m-sui-tang-ruling,隋唐制度与盛世,history,middle,7,A,100,0,,2,4,local_textbook_markdown:4,891,3,2,True,data/kp/history/hist-m-sui-tang-ruling.json
hist-m-taiping-westernization,太平天国运动与洋务运动,history,middle,8,A,100,0,,2,4,local_textbook_markdown:4,1030,3,2,True,data/kp/history/hist-m-taiping-westernization.json
hist-m-tang-song-prosperity,唐宋繁荣,history,middle,7,A,100,0,,4,4,local_textbook_markdown:4,1444,3,2,True,data/kp/history/hist-m-tang-song-prosperity.json
hist-m-three-kingdoms-sui-tang,三国两晋南北朝与隋唐,history,middle,7,A,100,0,,4,4,local_textbook_markdown:4,1341,3,2,True,data/kp/history/hist-m-three-kingdoms-sui-tang.json
hist-m-united-nations,联合国与战后国际秩序,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,916,3,2,True,data/kp/history/hist-m-united-nations.json
hist-m-world-wars-cold-war,两次世界大战与冷战,history,middle,9,A,100,0,,3,4,local_textbook_markdown:4,1049,3,2,True,data/kp/history/hist-m-world-wars-cold-war.json
hist-m-ww1,第一次世界大战,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,1164,3,2,True,data/kp/history/hist-m-ww1.json
hist-m-ww2,第二次世界大战,history,middle,9,A,100,0,,4,4,local_textbook_markdown:4,1156,3,2,True,data/kp/history/hist-m-ww2.json
hist-m-ww2-asia-pacific,第二次世界大战（亚太战场）,history,middle,9,A,100,0,,2,4,local_textbook_markdown:4,940,3,2,True,data/kp/history/hist-m-ww2-asia-pacific.json
hist-m-xia-shang-zhou,夏商西周,history,middle,7,A,100,0,,4,4,local_textbook_markdown:4,1227,3,2,True,data/kp/history/hist-m-xia-shang-zhou.json
hist-m-xinhai-revolution,辛亥革命,history,middle,8,A,100,0,,3,4,local_textbook_markdown:4,950,3,2,True,data/kp/history/hist-m-xinhai-revolution.json
it-h-algorithm-concept,算法概念与复杂度,info-tech,high,10,A,100,0,,3,1,curriculum_md_structured:1,1048,3,2,True,data/kp/info-tech/it-h-algorithm-concept.json
it-h-control-structures,程序控制结构（顺序/分支/循环）,info-tech,high,10,A,100,0,,2,1,curriculum_md_structured:1,1072,3,2,True,data/kp/info-tech/it-h-control-structures.json
it-h-data-structures,数据结构（列表/栈/队列/树/图）,info-tech,high,10,A,100,0,,3,1,curriculum_md_structured:1,1127,3,2,True,data/kp/info-tech/it-h-data-structures.json
it-h-functions-modules,函数与模块化,info-tech,high,10,A,100,0,,3,1,curriculum_md_structured:1,1017,3,2,True,data/kp/info-tech/it-h-functions-modules.json
it-h-information-security,信息安全与隐私保护,info-tech,high,10,A,100,0,,3,1,curriculum_md_structured:1,1074,3,2,True,data/kp/info-tech/it-h-information-security.json
it-h-internet-applications,互联网应用（HTTP/Web/邮件）,info-tech,high,10,A,100,0,,3,1,curriculum_md_structured:1,1297,3,2,True,data/kp/info-tech/it-h-internet-applications.json
it-h-network-basics,计算机网络基础（TCP/IP）,info-tech,high,10,A,100,0,,2,1,curriculum_md_structured:1,1197,3,2,True,data/kp/info-tech/it-h-network-basics.json
it-h-programming-basics,程序设计基础（变量/数据类型）,info-tech,high,10,A,100,0,,3,1,curriculum_md_structured:1,1111,3,2,True,data/kp/info-tech/it-h-programming-basics.json
it-h-recursion,递归与分治,info-tech,high,11,A,100,0,,3,1,curriculum_md_structured:1,1024,3,2,True,data/kp/info-tech/it-h-recursion.json
it-h-sorting-searching,排序与查找算法,info-tech,high,10,A,100,0,,3,1,curriculum_md_structured:1,1040,3,2,True,data/kp/info-tech/it-h-sorting-searching.json
math-e-addition-subtraction-within-100,100以内加减法,math,elementary,2,A,100,0,,3,4,local_textbook_markdown:4,1028,3,2,True,data/kp/math/math-e-addition-subtraction-within-100.json
math-e-addition-subtraction-within-20,20以内加减法,math,elementary,1,A,100,0,,3,4,local_textbook_markdown:4,1205,3,2,True,data/kp/math/math-e-addition-subtraction-within-20.json
math-e-angle-concept,角的认识与度量,math,elementary,2,A,100,0,,2,4,local_textbook_markdown:4,1062,3,2,True,data/kp/math/math-e-angle-concept.json
math-e-area-calculation,多种平面图形面积,math,elementary,4,A,100,0,,3,4,local_textbook_markdown:4,1077,3,2,True,data/kp/math/math-e-area-calculation.json
math-e-area-rectangle,面积（长方形、正方形）,math,elementary,3,A,100,0,,2,4,local_textbook_markdown:4,1080,3,2,True,data/kp/math/math-e-area-rectangle.json
math-e-area-units,面积单位与换算,math,elementary,3,A,100,0,,2,4,local_textbook_markdown:4,1096,3,2,True,data/kp/math/math-e-area-units.json
math-e-average-concept,平均数概念,math,elementary,4,A,100,0,,2,4,local_textbook_markdown:4,1094,3,2,True,data/kp/math/math-e-average-concept.json
math-e-average-median,平均数与中位数,math,elementary,5,A,100,0,,2,4,local_textbook_markdown:4,1110,3,2,True,data/kp/math/math-e-average-median.json
math-e-circle-area,圆的认识与面积,math,elementary,6,A,100,0,,3,4,local_textbook_markdown:4,1075,3,2,True,data/kp/math/math-e-circle-area.json
math-e-circle-perimeter-area,圆的周长和面积,math,elementary,6,A,100,0,,3,4,local_textbook_markdown:4,1075,3,2,True,data/kp/math/math-e-circle-perimeter-area.json
math-e-complex-word-problems,综合复合应用问题,math,elementary,6,A,100,0,,3,4,local_textbook_markdown:4,1230,3,2,True,data/kp/math/math-e-complex-word-problems.json
math-e-cylinder-cone,圆柱与圆锥,math,elementary,6,A,100,0,,3,4,local_textbook_markdown:4,1136,3,2,True,data/kp/math/math-e-cylinder-cone.json
math-e-decimal-operations,小数四则运算,math,elementary,5,A,100,0,,3,4,local_textbook_markdown:4,1084,3,2,True,data/kp/math/math-e-decimal-operations.json
math-e-decimals-intro,小数的初步认识,math,elementary,3,A,100,0,,3,4,local_textbook_markdown:4,1154,3,2,True,data/kp/math/math-e-decimals-intro.json
math-e-decimals-meaning,小数的意义和性质,math,elementary,4,A,100,0,,3,4,local_textbook_markdown:4,1162,3,2,True,data/kp/math/math-e-decimals-meaning.json
math-e-division-concept,除法的认识,math,elementary,2,A,100,0,,3,4,local_textbook_markdown:4,1007,3,2,True,data/kp/math/math-e-division-concept.json
math-e-division-intro,表内除法,math,elementary,2,A,100,0,,3,4,local_textbook_markdown:4,991,3,2,True,data/kp/math/math-e-division-intro.json
math-e-four-operations-laws,四则运算及运算律,math,elementary,4,A,100,0,,4,4,local_textbook_markdown:4,1250,3,2,True,data/kp/math/math-e-four-operations-laws.json
math-e-fraction-decimal-percent,分数、小数、百分数互化,math,elementary,6,A,100,0,,3,4,local_textbook_markdown:4,1283,3,2,True,data/kp/math/math-e-fraction-decimal-percent.json
math-e-fraction-operations,分数四则运算,math,elementary,5,A,100,0,,3,4,local_textbook_markdown:4,1084,3,2,True,data/kp/math/math-e-fraction-operations.json
math-e-fractions-intro,分数的初步认识,math,elementary,3,A,100,0,,3,4,local_textbook_markdown:4,1126,3,2,True,data/kp/math/math-e-fractions-intro.json
math-e-fractions-meaning,分数的意义和性质,math,elementary,5,A,100,0,,3,4,local_textbook_markdown:4,1153,3,2,True,data/kp/math/math-e-fractions-meaning.json
math-e-large-numbers,大数的认识（亿以内）,math,elementary,4,A,100,0,,3,4,local_textbook_markdown:4,1167,3,2,True,data/kp/math/math-e-large-numbers.json
math-e-length-units,长度单位（厘米/米/千米）,math,elementary,2,A,100,0,,3,4,local_textbook_markdown:4,1140,3,2,True,data/kp/math/math-e-length-units.json
math-e-letter-representation,用字母表示数,math,elementary,5,A,100,0,,4,4,local_textbook_markdown:4,1289,3,2,True,data/kp/math/math-e-letter-representation.json
math-e-line-graph,条形统计图与折线统计图,math,elementary,4,A,100,0,,2,4,local_textbook_markdown:4,1076,3,2,True,data/kp/math/math-e-line-graph.json
math-e-mass-units,质量单位（克/千克/吨）,math,elementary,3,A,100,0,,2,4,local_textbook_markdown:4,1244,3,2,True,data/kp/math/math-e-mass-units.json
math-e-measurement-sense,量感培养（跨学段）,math,elementary,1-6,A,100,0,,4,4,local_textbook_markdown:4,1101,3,2,True,data/kp/math/math-e-measurement-sense.json
math-e-median-mode,中位数与众数,math,elementary,5,A,100,0,,2,4,local_textbook_markdown:4,1078,3,2,True,data/kp/math/math-e-median-mode.json
math-e-mixed-operations,四则混合运算,math,elementary,3,A,100,0,,3,4,local_textbook_markdown:4,1094,3,2,True,data/kp/math/math-e-mixed-operations.json
math-e-multi-digit-addition-subtraction,万以内加减法,math,elementary,3,A,100,0,,3,4,local_textbook_markdown:4,1109,3,2,True,data/kp/math/math-e-multi-digit-addition-subtraction.json
math-e-multi-digit-division,多位数除法,math,elementary,4,A,100,0,,3,4,local_textbook_markdown:4,970,3,2,True,data/kp/math/math-e-multi-digit-division.json
math-e-multi-digit-multiplication,多位数乘法,math,elementary,3,A,100,0,,3,4,local_textbook_markdown:4,973,3,2,True,data/kp/math/math-e-multi-digit-multiplication.json
math-e-multiplication-table,表内乘法（九九乘法表）,math,elementary,2,A,100,0,,3,4,local_textbook_markdown:4,1047,3,2,True,data/kp/math/math-e-multiplication-table.json
math-e-negative-numbers,负数的认识,math,elementary,6,A,100,0,,2,4,local_textbook_markdown:4,1175,3,2,True,data/kp/math/math-e-negative-numbers.json
math-e-numbers-within-10,10以内数的认识,math,elementary,1,A,100,0,,3,4,local_textbook_markdown:4,1197,3,2,True,data/kp/math/math-e-numbers-within-10.json
math-e-numbers-within-100,100以内数的认识,math,elementary,1,A,100,0,,4,4,local_textbook_markdown:4,1258,3,2,True,data/kp/math/math-e-numbers-within-100.json
math-e-numbers-within-10000,万以内数的认识,math,elementary,2,A,100,0,,4,4,local_textbook_markdown:4,1154,3,2,True,data/kp/math/math-e-numbers-within-10000.json
math-e-numbers-within-20,20以内数的认识,math,elementary,1,A,100,0,,3,4,local_textbook_markdown:4,1317,3,2,True,data/kp/math/math-e-numbers-within-20.json
math-e-operations-laws,运算律与简便运算,math,elementary,4,A,100,0,,3,4,local_textbook_markdown:4,1171,3,2,True,data/kp/math/math-e-operations-laws.json
math-e-percentage,百分数,math,elementary,6,A,100,0,,3,4,local_textbook_markdown:4,1034,3,2,True,data/kp/math/math-e-percentage.json
math-e-percentage-statistics,百分数在统计中的应用,math,elementary,6,A,100,0,,2,4,local_textbook_markdown:4,1226,3,2,True,data/kp/math/math-e-percentage-statistics.json
math-e-perimeter,周长（含长方形周长）,math,elementary,3,A,100,0,,3,4,local_textbook_markdown:4,1125,3,2,True,data/kp/math/math-e-perimeter.json
math-e-pictograph,象形统计图（数据分类与整理）,math,elementary,2,A,100,0,,2,4,local_textbook_markdown:4,1073,3,2,True,data/kp/math/math-e-pictograph.json
math-e-pie-chart,扇形统计图,math,elementary,6,A,100,0,,2,4,local_textbook_markdown:4,1028,3,2,True,data/kp/math/math-e-pie-chart.json
math-e-plane-shapes,平面图形的认识,math,elementary,1,A,100,0,,3,4,local_textbook_markdown:4,1102,3,2,True,data/kp/math/math-e-plane-shapes.json
math-e-position-direction,位置与方向,math,elementary,3,A,100,0,,3,4,local_textbook_markdown:4,995,3,2,True,data/kp/math/math-e-position-direction.json
math-e-possibility,用分数表示可能性大小,math,elementary,5,A,100,0,,2,4,local_textbook_markdown:4,1082,3,2,True,data/kp/math/math-e-possibility.json
math-e-possibility-concept,随机现象初步（可能性）,math,elementary,4,A,100,0,,2,4,local_textbook_markdown:4,1090,3,2,True,data/kp/math/math-e-possibility-concept.json
math-e-ratio-proportion,比和比例,math,elementary,6,A,100,0,,3,4,local_textbook_markdown:4,1039,3,2,True,data/kp/math/math-e-ratio-proportion.json
math-e-simple-equation,简易方程,math,elementary,5,A,100,0,,3,4,local_textbook_markdown:4,1089,3,2,True,data/kp/math/math-e-simple-equation.json
math-e-solid-shapes,立体图形的认识,math,elementary,1,A,100,0,,3,4,local_textbook_markdown:4,1152,3,2,True,data/kp/math/math-e-solid-shapes.json
math-e-solid-surface-area,长方体和正方体的表面积,math,elementary,5,A,100,0,,3,4,local_textbook_markdown:4,1175,3,2,True,data/kp/math/math-e-solid-surface-area.json
math-e-symmetry-translation-rotation,轴对称、平移与旋转,math,elementary,3,A,100,0,,3,4,local_textbook_markdown:4,1033,3,2,True,data/kp/math/math-e-symmetry-translation-rotation.json
math-e-time-units,时间单位（时/分/秒）,math,elementary,2,A,100,0,,2,4,local_textbook_markdown:4,1140,3,2,True,data/kp/math/math-e-time-units.json
math-e-triangle-properties,三角形的特性,math,elementary,4,A,100,0,,2,4,local_textbook_markdown:4,1015,3,2,True,data/kp/math/math-e-triangle-properties.json
math-e-triangles-quadrilaterals,三角形与四边形分类,math,elementary,4,A,100,0,,3,4,local_textbook_markdown:4,1079,3,2,True,data/kp/math/math-e-triangles-quadrilaterals.json
math-e-volume-calculation,体积计算,math,elementary,5,A,100,0,,3,4,local_textbook_markdown:4,1119,3,2,True,data/kp/math/math-e-volume-calculation.json
math-e-volume-units,体积与容积单位,math,elementary,5,A,100,0,,3,4,local_textbook_markdown:4,1134,3,2,True,data/kp/math/math-e-volume-units.json
math-e-word-problems-basic,简单加减法应用题,math,elementary,1,A,100,0,,3,4,local_textbook_markdown:4,1124,3,2,True,data/kp/math/math-e-word-problems-basic.json
math-e-word-problems-multiply,乘除法两步应用题,math,elementary,3,A,100,0,,4,4,local_textbook_markdown:4,1177,3,2,True,data/kp/math/math-e-word-problems-multiply.json
math-h-analytic-geometry,解析几何综合,math,high,11,A,100,0,,3,4,local_textbook_markdown:4,1162,3,2,True,data/kp/math/math-h-analytic-geometry.json
math-h-arithmetic-sequence,等差数列,math,high,10,A,100,0,,3,4,local_textbook_markdown:4,994,3,2,True,data/kp/math/math-h-arithmetic-sequence.json
math-h-basic-inequality,基本不等式,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,1083,3,2,True,data/kp/math/math-h-basic-inequality.json
math-h-binomial-theorem,二项式定理,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,1085,3,2,True,data/kp/math/math-h-binomial-theorem.json
math-h-circle-equation,圆的方程,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,1160,3,2,True,data/kp/math/math-h-circle-equation.json
math-h-conic-comprehensive,圆锥曲线综合,math,high,12,A,100,0,,2,4,local_textbook_markdown:4,1240,3,2,True,data/kp/math/math-h-conic-comprehensive.json
math-h-counting-principles,计数原理（分类/分步）,math,high,11,A,100,0,,3,4,local_textbook_markdown:4,1230,3,2,True,data/kp/math/math-h-counting-principles.json
math-h-derivative-application,导数应用（极值/最值）,math,high,12,A,100,0,,2,4,local_textbook_markdown:4,1152,3,2,True,data/kp/math/math-h-derivative-application.json
math-h-derivative-concept,导数概念与运算,math,high,12,A,100,0,,3,4,local_textbook_markdown:4,1279,3,2,True,data/kp/math/math-h-derivative-concept.json
math-h-dihedral-angle,二面角,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,1209,3,2,True,data/kp/math/math-h-dihedral-angle.json
math-h-ellipse,椭圆,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,952,3,2,True,data/kp/math/math-h-ellipse.json
math-h-exponential-function,指数函数,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,988,3,2,True,data/kp/math/math-h-exponential-function.json
math-h-function-models,函数模型及其应用,math,high,10,A,100,0,,3,4,local_textbook_markdown:4,1181,3,2,True,data/kp/math/math-h-function-models.json
math-h-function-properties,函数性质（单调性/奇偶性）,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,1072,3,2,True,data/kp/math/math-h-function-properties.json
math-h-functions-advanced,函数综合性质,math,high,10,A,100,0,,3,4,local_textbook_markdown:4,1082,3,2,True,data/kp/math/math-h-functions-advanced.json
math-h-functions-concept,函数概念,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,993,3,2,True,data/kp/math/math-h-functions-concept.json
math-h-geometric-sequence,等比数列,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,1178,3,2,True,data/kp/math/math-h-geometric-sequence.json
math-h-hyperbola,双曲线,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,952,3,2,True,data/kp/math/math-h-hyperbola.json
math-h-inequalities,不等式性质,math,high,10,A,100,0,,3,4,local_textbook_markdown:4,1072,3,2,True,data/kp/math/math-h-inequalities.json
math-h-law-of-sines-cosines,正弦定理与余弦定理,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,996,3,2,True,data/kp/math/math-h-law-of-sines-cosines.json
math-h-line-equation,直线方程与位置关系,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,1116,3,2,True,data/kp/math/math-h-line-equation.json
math-h-linear-programming,线性规划,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,1150,3,2,True,data/kp/math/math-h-linear-programming.json
math-h-logarithmic-function,对数函数,math,high,10,A,100,0,,3,4,local_textbook_markdown:4,1038,3,2,True,data/kp/math/math-h-logarithmic-function.json
math-h-parabola-h,抛物线,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,1125,3,2,True,data/kp/math/math-h-parabola-h.json
math-h-parallel-perpendicular,平行与垂直的判定,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,1108,3,2,True,data/kp/math/math-h-parallel-perpendicular.json
math-h-power-function,幂函数,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,973,3,2,True,data/kp/math/math-h-power-function.json
math-h-probability-h,概率,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,909,3,2,True,data/kp/math/math-h-probability-h.json
math-h-propositions,常用逻辑用语,math,high,10,A,100,0,,3,4,local_textbook_markdown:4,1101,3,2,True,data/kp/math/math-h-propositions.json
math-h-random-variable,随机变量及其分布,math,high,12,A,100,0,,2,4,local_textbook_markdown:4,1027,3,2,True,data/kp/math/math-h-random-variable.json
math-h-regression-analysis,统计推断（回归/独立性检验）,math,high,12,A,100,0,,3,4,local_textbook_markdown:4,1181,3,2,True,data/kp/math/math-h-regression-analysis.json
math-h-sequence-summation,数列求和,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,1615,3,2,True,data/kp/math/math-h-sequence-summation.json
math-h-sets,集合,math,high,10,A,100,0,,4,4,local_textbook_markdown:4,1054,3,2,True,data/kp/math/math-h-sets.json
math-h-sets-logic,集合运算,math,high,10,A,100,0,,4,4,local_textbook_markdown:4,1214,3,2,True,data/kp/math/math-h-sets-logic.json
math-h-space-figures,空间几何体的结构,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,1108,3,2,True,data/kp/math/math-h-space-figures.json
math-h-space-lines-planes,空间点线面位置关系,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,1116,3,2,True,data/kp/math/math-h-space-lines-planes.json
math-h-space-vectors,空间向量及其应用,math,high,11,A,100,0,,2,4,local_textbook_markdown:4,1223,3,2,True,data/kp/math/math-h-space-vectors.json
math-h-trig-graphs,三角函数图像与性质,math,high,10,A,100,0,,4,4,local_textbook_markdown:4,1108,3,2,True,data/kp/math/math-h-trig-graphs.json
math-h-trig-identities,三角恒等变换,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,1218,3,2,True,data/kp/math/math-h-trig-identities.json
math-h-trig-ratios,任意角与三角函数定义,math,high,10,A,100,0,,3,4,local_textbook_markdown:4,1086,3,2,True,data/kp/math/math-h-trig-ratios.json
math-h-trigonometric-functions,三角函数综合应用,math,high,10,A,100,0,,2,4,local_textbook_markdown:4,1018,3,2,True,data/kp/math/math-h-trigonometric-functions.json
