kp_id,name,subject,subject_zh,stage,grade,curriculum,domain,path,curriculum_points_count,excerpts_count,curriculum_md_chars,has_curriculum_md,textbook_chapter,textbook_chars,has_usable_textbook,exercises_count,errors_count,interactive_count,real_world_count,has_teaching_methods,has_extensions,gap_count,gaps,quality_flags
chem-m-lab-safety,实验基本操作与安全,chemistry,化学,middle,9,cn,科学探究与化学实验,data/kp/chemistry/chem-m-lab-safety.json,3,18,0,False,,2050,True,2,2,2,0,False,False,5,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-mass-conservation,质量守恒定律,chemistry,化学,middle,9,cn,物质的化学变化,data/kp/chemistry/chem-m-mass-conservation.json,3,43,2328,True,,33517,True,2,2,2,0,True,True,2,real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_history_template;cross_subject_math_template
chem-m-matter-classification,物质的分类,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-matter-classification.json,3,26,0,False,第2单元 我们周围的空气,23077,True,2,2,2,0,False,False,5,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-metal-corrosion,金属的锈蚀与防护,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-metal-corrosion.json,1,7,0,False,,4449,True,1,2,2,0,False,False,6,curriculum_points<2;missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-metal-properties,金属的物理与化学性质,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-metal-properties.json,2,28,0,False,,27496,True,2,2,2,0,False,False,5,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-metal-smelting,金属冶炼,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-metal-smelting.json,2,6,2270,True,,3542,True,2,2,2,0,True,True,2,real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_history_template;cross_subject_math_template
chem-m-metals-activity,金属的活动性,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-metals-activity.json,2,2,0,False,,0,False,2,2,2,0,False,False,6,missing_curriculum_md_raw;missing_usable_textbook;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-neutralization,中和反应,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-neutralization.json,2,57,2253,True,,54291,True,2,2,2,0,True,True,2,real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_history_template;cross_subject_math_template
chem-m-oxygen-preparation,氧气的制取,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-oxygen-preparation.json,3,7,0,False,,0,False,2,2,2,0,False,False,6,missing_curriculum_md_raw;missing_usable_textbook;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-oxygen-properties,氧气的性质,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-oxygen-properties.json,1,8,2347,True,,7015,True,1,2,2,0,True,True,3,curriculum_points<2;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_history_template;cross_subject_math_template
chem-m-periodic-table,元素周期表,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-periodic-table.json,2,14,0,False,第3单元 物质构成的奥秘,16137,True,2,2,3,0,False,False,5,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-ph-indicators,酸碱指示剂与 pH,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-ph-indicators.json,2,64,0,False,,48164,True,2,2,2,0,False,False,5,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-reaction-types,化学反应基本类型,chemistry,化学,middle,9,cn,物质的化学变化,data/kp/chemistry/chem-m-reaction-types.json,3,40,0,False,,36123,True,2,2,2,0,False,False,5,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-salt-reactions,盐的性质,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-salt-reactions.json,3,27,0,False,,28267,True,2,2,2,0,False,False,5,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-scientific-inquiry-experiment,科学探究方法,chemistry,化学,middle,9,cn,科学探究与化学实验,data/kp/chemistry/chem-m-scientific-inquiry-experiment.json,3,92,0,False,,42060,True,2,2,2,0,False,False,5,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-solubility,溶解度,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-solubility.json,2,37,2292,True,第9单元 溶液,33427,True,2,2,2,0,True,True,2,real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_history_template;cross_subject_math_template
chem-m-solution-concentration,溶液浓度（质量分数）,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-solution-concentration.json,3,22,0,False,,21151,True,2,2,3,0,False,False,5,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1;quality_flags,cross_subject_history_template
chem-m-solution-concept,溶液的形成,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-solution-concept.json,2,27,2296,True,第9单元 溶液,28589,True,2,2,2,0,True,True,2,real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_history_template;cross_subject_math_template
chem-m-substance-classification,纯净物、混合物、化合物,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-substance-classification.json,3,5,2256,True,,1806,True,2,2,2,0,True,True,2,real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_history_template;cross_subject_math_template
chem-m-water-properties,水的组成与净化,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-water-properties.json,3,9,2297,True,,3998,True,2,2,2,0,True,True,2,real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_history_template;cross_subject_math_template
chn-e-application-writing,应用文（书信/通知/倡议书）,chinese,语文,elementary,5,cn,写作表达,data/kp/chinese/chn-e-application-writing.json,2,2,0,False,,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-argumentative-intro,读后感与简单议论,chinese,语文,elementary,6,cn,写作表达,data/kp/chinese/chn-e-argumentative-intro.json,2,2,2517,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-article-appreciation,文学鉴赏,chinese,语文,elementary,5,cn,阅读理解,data/kp/chinese/chn-e-article-appreciation.json,3,21,0,False,阅读策略单元,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-article-structure,文章结构分析,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-article-structure.json,2,2,0,False,阅读策略单元,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-calligraphy-practice,硬笔书法与书写规范,chinese,语文,elementary,3,cn,识字与写字,data/kp/chinese/chn-e-calligraphy-practice.json,2,8,2516,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-char-recognition-1,一年级常用字认读（300字）,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-char-recognition-1.json,3,9,2613,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-char-recognition-2,二年级常用字认读（600字）,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-char-recognition-2.json,3,4,2599,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-char-structure,汉字结构（独体/合体/左右/上下）,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-char-structure.json,2,6,0,False,,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-char-writing-1,基本笔画与笔顺,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-char-writing-1.json,2,5,2501,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-character-analysis,人物描写与性格分析,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-character-analysis.json,2,5,2527,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-classical-chinese-intro,小古文入门（之/乎/者/也）,chinese,语文,elementary,5,cn,古诗文,data/kp/chinese/chn-e-classical-chinese-intro.json,2,3,2421,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-classical-reading,文言文阅读理解,chinese,语文,elementary,6,cn,古诗文,data/kp/chinese/chn-e-classical-reading.json,2,7,2517,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-complex-sentences,关联词与复句（因果/转折/递进/条件）,chinese,语文,elementary,4,cn,句子与标点,data/kp/chinese/chn-e-complex-sentences.json,2,8,0,False,,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-compound-vowel,复韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-compound-vowel.json,2,2,2443,True,汉语拼音 第9-11课,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-context-word-meaning,联系上下文理解词义,chinese,语文,elementary,4,cn,词语积累,data/kp/chinese/chn-e-context-word-meaning.json,2,8,2540,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-conversation-etiquette,礼貌用语与日常对话,chinese,语文,elementary,2,cn,口语交际,data/kp/chinese/chn-e-conversation-etiquette.json,3,5,2537,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-debate-discussion,讨论、辩论与即兴演讲,chinese,语文,elementary,5,cn,口语交际,data/kp/chinese/chn-e-debate-discussion.json,2,18,2548,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-deep-reading,体会含义深刻的句子,chinese,语文,elementary,5,cn,阅读理解,data/kp/chinese/chn-e-deep-reading.json,2,8,2569,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-descriptive-writing,描写技巧,chinese,语文,elementary,4,cn,写作表达,data/kp/chinese/chn-e-descriptive-writing.json,2,2,0,False,习作单元,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-detail-description,细节描写与五感法,chinese,语文,elementary,4,cn,写作表达,data/kp/chinese/chn-e-detail-description.json,3,3,2521,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-diary-writing,日记与留言条,chinese,语文,elementary,2,cn,写作表达,data/kp/chinese/chn-e-diary-writing.json,2,2,2486,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-dictionary-skills,查字典,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-dictionary-skills.json,2,6,0,False,语文园地,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-essay-structure,作文审题、立意与提纲,chinese,语文,elementary,5,cn,写作表达,data/kp/chinese/chn-e-essay-structure.json,3,3,2563,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-figurative-language,比喻、拟人、夸张等修辞,chinese,语文,elementary,4,cn,词语积累,data/kp/chinese/chn-e-figurative-language.json,4,4,2564,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-homophone-polysemy,同音字、多音字与形近字,chinese,语文,elementary,3,cn,识字与写字,data/kp/chinese/chn-e-homophone-polysemy.json,2,3,2556,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-idiom-proverb,成语、谚语与歇后语,chinese,语文,elementary,3,cn,词语积累,data/kp/chinese/chn-e-idiom-proverb.json,2,8,2528,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-initials,声母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-initials.json,2,2,2425,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-listen-speak-basic,听故事与复述,chinese,语文,elementary,1,cn,口语交际,data/kp/chinese/chn-e-listen-speak-basic.json,2,2,2482,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-main-idea-summary,概括段落大意与文章主旨,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-main-idea-summary.json,2,9,2560,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-narrative-writing,记叙文（写人/记事/写景/状物）,chinese,语文,elementary,3,cn,写作表达,data/kp/chinese/chn-e-narrative-writing.json,3,3,0,False,,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-nasal-vowel-back,后鼻韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-nasal-vowel-back.json,2,2,0,False,汉语拼音 第12-13课,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-nasal-vowel-front,前鼻韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-nasal-vowel-front.json,2,2,0,False,汉语拼音 第12-13课,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-nasal-vowels,鼻韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-nasal-vowels.json,2,2,2444,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-non-fiction-reading,说明文与非连续性文本阅读,chinese,语文,elementary,6,cn,阅读理解,data/kp/chinese/chn-e-non-fiction-reading.json,2,11,2551,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-nursery-rhyme,儿歌、童谣与浅易古诗,chinese,语文,elementary,1,cn,古诗文,data/kp/chinese/chn-e-nursery-rhyme.json,2,6,2530,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-oral-presentation,口头表达与讲述,chinese,语文,elementary,3,cn,口语交际,data/kp/chinese/chn-e-oral-presentation.json,3,9,2510,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-paragraph-analysis,段落分析,chinese,语文,elementary,3,cn,阅读理解,data/kp/chinese/chn-e-paragraph-analysis.json,2,2,0,False,阅读策略单元,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-paragraph-structure,自然段与意义段划分,chinese,语文,elementary,3,cn,阅读理解,data/kp/chinese/chn-e-paragraph-structure.json,2,2,2550,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-paragraph-writing,段落写作,chinese,语文,elementary,3,cn,写作表达,data/kp/chinese/chn-e-paragraph-writing.json,3,3,0,False,习作单元,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-parts-of-speech,词性与词类,chinese,语文,elementary,4-6,cn,句子与标点,data/kp/chinese/chn-e-parts-of-speech.json,2,14,0,False,语文基础知识,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-pathological-sentence,修改病句,chinese,语文,elementary,5,cn,句子与标点,data/kp/chinese/chn-e-pathological-sentence.json,2,2,2455,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-picture-writing,看图写话,chinese,语文,elementary,1,cn,写作表达,data/kp/chinese/chn-e-picture-writing.json,2,2,2457,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-pinyin-reading,拼音阅读（借助拼音识字）,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-pinyin-reading.json,2,4,2559,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-poetry-appreciation,古诗词赏析（意境/情感/手法）,chinese,语文,elementary,4,cn,古诗文,data/kp/chinese/chn-e-poetry-appreciation.json,2,12,0,False,,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-poetry-imagery,古诗词意象与意境,chinese,语文,elementary,4,cn,古诗文,data/kp/chinese/chn-e-poetry-imagery.json,2,2,0,False,古诗词单元,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-poetry-recitation,古诗词背诵与默写,chinese,语文,elementary,3,cn,古诗文,data/kp/chinese/chn-e-poetry-recitation.json,2,8,0,False,日积月累,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-poetry-rhythm,古诗里的秘密节奏——《小池》与《池上》 · 小学语文 G1 · TeachAny v6.10,other,其他,elementary,1,cn,用户生成课件,data/kp/other/chn-e-poetry-rhythm.json,1,2,0,False,,0,False,0,0,0,0,False,False,8,curriculum_points<2;missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-punctuation-advanced,引号、冒号、省略号、破折号,chinese,语文,elementary,4,cn,句子与标点,data/kp/chinese/chn-e-punctuation-advanced.json,2,6,2587,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-punctuation-basic,基本标点符号（句号/问号/感叹号）,chinese,语文,elementary,1,cn,句子与标点,data/kp/chinese/chn-e-punctuation-basic.json,2,4,0,False,,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-radical-knowledge,偏旁部首与查字典,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-radical-knowledge.json,2,2,2538,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-radical-recognition,偏旁部首,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-radical-recognition.json,2,2,0,False,识字单元,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-reading-comprehension-exam,阅读理解答题方法,chinese,语文,elementary,6,cn,阅读理解,data/kp/chinese/chn-e-reading-comprehension-exam.json,3,9,0,False,复习专题,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-rhetoric-in-writing,运用修辞手法写作,chinese,语文,elementary,4,cn,写作表达,data/kp/chinese/chn-e-rhetoric-in-writing.json,2,2,2541,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-rhetorical-devices,修辞手法,chinese,语文,elementary,3,cn,阅读理解,data/kp/chinese/chn-e-rhetorical-devices.json,2,3,0,False,语文园地,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-sentence-comprehension,句子理解,chinese,语文,elementary,2,cn,阅读理解,data/kp/chinese/chn-e-sentence-comprehension.json,2,2,0,False,阅读训练,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-sentence-expansion,扩句与缩句,chinese,语文,elementary,3,cn,句子与标点,data/kp/chinese/chn-e-sentence-expansion.json,3,1,2500,True,,0,False,0,0,1,0,True,True,6,excerpts<2;missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-sentence-transformation,改写句子（把字句/被字句/转述句）,chinese,语文,elementary,3,cn,句子与标点,data/kp/chinese/chn-e-sentence-transformation.json,2,4,0,False,,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-sentence-transformations-zh,常见句式与句式变换,chinese,语文,elementary,4-9,cn,句子与标点,data/kp/chinese/chn-e-sentence-transformations-zh.json,3,8,0,False,语文基础专题,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-sentence-types,陈述句、疑问句、感叹句、祈使句,chinese,语文,elementary,2,cn,句子与标点,data/kp/chinese/chn-e-sentence-types.json,2,7,2608,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-sentence-writing,写话与造句,chinese,语文,elementary,1,cn,写作表达,data/kp/chinese/chn-e-sentence-writing.json,2,2,0,False,写话训练,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-simple-vowels,单韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-simple-vowels.json,2,2,2436,True,汉语拼音 第1-4课,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-stroke-order,笔画与笔顺,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-stroke-order.json,2,2,0,False,识字单元,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-summarization,概括与归纳,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-summarization.json,2,4,0,False,阅读策略单元,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-syllable-spelling,音节拼读与拼写,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-syllable-spelling.json,2,3,2502,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-synonym-antonym,近义词与反义词,chinese,语文,elementary,3,cn,词语积累,data/kp/chinese/chn-e-synonym-antonym.json,3,3,2496,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-tang-poetry,唐诗宋词名篇背诵,chinese,语文,elementary,3,cn,古诗文,data/kp/chinese/chn-e-tang-poetry.json,2,8,2532,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
chn-e-text-structure,文章结构（总分总/并列/递进）,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-text-structure.json,2,3,0,False,,0,False,0,0,1,0,False,False,7,missing_curriculum_md_raw;missing_usable_textbook;exercises<1;common_errors<1;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-tone-marks,声调与标调规则,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-tone-marks.json,2,2,2493,True,,0,False,0,0,1,0,True,True,5,missing_usable_textbook;exercises<1;common_errors<1;real_world<1;quality_flags,textbook_reference_only;has_placeholder;cross_subject_math_template
